{'tank_id': 56065, 'tier': 8, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto_S.png', 'battles': 1974, 'avg_earnings': 83062, 'avg_profit': 51376, 'avg_ammo_cost': 18613, 'cost_per_shot': 1968, 'avg_repair_cost': 6600, 'avg_consumables_cost': 6472, 'earnings_per_minute': 17053, 'profit_per_minute': 10548, 'class': 'HT', 'isPrem': True, 'name': 'Peregrine'}
{'tank_id': 9041, 'tier': 4, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB57_Alecto.png', 'battles': 178, 'avg_earnings': 15168, 'avg_profit': 5956, 'avg_ammo_cost': 5404, 'cost_per_shot': 279, 'avg_repair_cost': 1189, 'avg_consumables_cost': 2617, 'earnings_per_minute': 3032, 'profit_per_minute': 1190, 'class': 'TD', 'isPrem': False, 'name': 'Alecto'}
{'tank_id': 11793, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G40_Nashorn.png', 'battles': 1840, 'avg_earnings': 26538, 'avg_profit': 5942, 'avg_ammo_cost': 12090, 'cost_per_shot': 1299, 'avg_repair_cost': 3504, 'avg_consumables_cost': 5000, 'earnings_per_minute': 4827, 'profit_per_minute': 1080, 'class': 'TD', 'isPrem': False, 'name': 'Nashorn'}
{'tank_id': 5793, 'tier': 5, 'nation': 'Italy', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png', 'battles': 1115, 'avg_earnings': 23250, 'avg_profit': 5810, 'avg_ammo_cost': 12423, 'cost_per_shot': 747, 'avg_repair_cost': 1940, 'avg_consumables_cost': 3075, 'earnings_per_minute': 4275, 'profit_per_minute': 1068, 'class': 'TD', 'isPrem': False, 'name': 'Semovente M41'}
{'tank_id': 385, 'tier': 2, 'nation': 'Sweden', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S03_Strv_M38.png', 'battles': 119, 'avg_earnings': 14088, 'avg_profit': 5769, 'avg_ammo_cost': 3876, 'cost_per_shot': 168, 'avg_repair_cost': 492, 'avg_consumables_cost': 3949, 'earnings_per_minute': 3813, 'profit_per_minute': 1561, 'class': 'LT', 'isPrem': False, 'name': 'Strv m/38'}
{'tank_id': 20769, 'tier': 7, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A147_M_II_Y.png', 'battles': 982, 'avg_earnings': 32022, 'avg_profit': 5751, 'avg_ammo_cost': 16730, 'cost_per_shot': 1830, 'avg_repair_cost': 7259, 'avg_consumables_cost': 2280, 'earnings_per_minute': 6486, 'profit_per_minute': 1165, 'class': 'HT', 'isPrem': False, 'name': 'M-II-Y'}
{'tank_id': 6673, 'tier': 3, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G20_Marder_II.png', 'battles': 189, 'avg_earnings': 17451, 'avg_profit': 5731, 'avg_ammo_cost': 9041, 'cost_per_shot': 751, 'avg_repair_cost': 654, 'avg_consumables_cost': 2023, 'earnings_per_minute': 3666, 'profit_per_minute': 1203, 'class': 'TD', 'isPrem': False, 'name': 'Marder II'}
{'tank_id': 48129, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R140_M4_Loza.png', 'battles': 201, 'avg_earnings': 37747, 'avg_profit': 5723, 'avg_ammo_cost': 26776, 'cost_per_shot': 1762, 'avg_repair_cost': 2610, 'avg_consumables_cost': 2636, 'earnings_per_minute': 7631, 'profit_per_minute': 1157, 'class': 'MT', 'isPrem': True, 'name': "Loza's M4-A2"}
{'tank_id': 15105, 'tier': 3, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R43_T-70.png', 'battles': 105, 'avg_earnings': 18339, 'avg_profit': 5558, 'avg_ammo_cost': 10584, 'cost_per_shot': 569, 'avg_repair_cost': 888, 'avg_consumables_cost': 1309, 'earnings_per_minute': 4348, 'profit_per_minute': 1317, 'class': 'LT', 'isPrem': False, 'name': 'T-70'}
{'tank_id': 3857, 'tier': 7, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G18_JagdPanther.png', 'battles': 1455, 'avg_earnings': 28358, 'avg_profit': 5551, 'avg_ammo_cost': 14214, 'cost_per_shot': 1637, 'avg_repair_cost': 4937, 'avg_consumables_cost': 3654, 'earnings_per_minute': 4990, 'profit_per_minute': 976, 'class': 'TD', 'isPrem': False, 'name': 'JPanther'}
{'tank_id': 20241, 'tier': 8, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G126_HWK_12.png', 'battles': 1340, 'avg_earnings': 30304, 'avg_profit': 5531, 'avg_ammo_cost': 8990, 'cost_per_shot': 1318, 'avg_repair_cost': 8912, 'avg_consumables_cost': 6870, 'earnings_per_minute': 6327, 'profit_per_minute': 1154, 'class': 'LT', 'isPrem': False, 'name': 'HWK 12'}
{'tank_id': 14161, 'tier': 7, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB41_Challenger.png', 'battles': 1408, 'avg_earnings': 30656, 'avg_profit': 5490, 'avg_ammo_cost': 15624, 'cost_per_shot': 1460, 'avg_repair_cost': 5630, 'avg_consumables_cost': 3911, 'earnings_per_minute': 5265, 'profit_per_minute': 943, 'class': 'TD', 'isPrem': False, 'name': 'Challenger'}
{'tank_id': 5217, 'tier': 7, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J28_O_I_100.png', 'battles': 337, 'avg_earnings': 28367, 'avg_profit': 5402, 'avg_ammo_cost': 10709, 'cost_per_shot': 1488, 'avg_repair_cost': 8915, 'avg_consumables_cost': 3339, 'earnings_per_minute': 5753, 'profit_per_minute': 1095, 'class': 'HT', 'isPrem': False, 'name': 'O-Ni'}
{'tank_id': 513, 'tier': 7, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R01_IS.png', 'battles': 2142, 'avg_earnings': 35317, 'avg_profit': 5375, 'avg_ammo_cost': 18510, 'cost_per_shot': 2545, 'avg_repair_cost': 7331, 'avg_consumables_cost': 4099, 'earnings_per_minute': 7284, 'profit_per_minute': 1108, 'class': 'HT', 'isPrem': False, 'name': 'IS'}
{'tank_id': 18689, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R13_KV-1s.png', 'battles': 1855, 'avg_earnings': 30097, 'avg_profit': 5270, 'avg_ammo_cost': 16485, 'cost_per_shot': 1390, 'avg_repair_cost': 5002, 'avg_consumables_cost': 3338, 'earnings_per_minute': 6369, 'profit_per_minute': 1115, 'class': 'HT', 'isPrem': False, 'name': 'KV-1S'}
{'tank_id': 54353, 'tier': 5, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB51_Excelsior.png', 'battles': 945, 'avg_earnings': 47285, 'avg_profit': 5204, 'avg_ammo_cost': 29235, 'cost_per_shot': 1643, 'avg_repair_cost': 2325, 'avg_consumables_cost': 10519, 'earnings_per_minute': 9414, 'profit_per_minute': 1036, 'class': 'HT', 'isPrem': True, 'name': 'Excelsior'}
{'tank_id': 5185, 'tier': 7, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F16_AMX_13_75.png', 'battles': 1851, 'avg_earnings': 29656, 'avg_profit': 5182, 'avg_ammo_cost': 11246, 'cost_per_shot': 1126, 'avg_repair_cost': 6577, 'avg_consumables_cost': 6649, 'earnings_per_minute': 6468, 'profit_per_minute': 1130, 'class': 'LT', 'isPrem': False, 'name': 'AMX 13 75'}
{'tank_id': 7489, 'tier': 8, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F25_Lorraine155_51.png', 'battles': 2380, 'avg_earnings': 26947, 'avg_profit': 5180, 'avg_ammo_cost': 9974, 'cost_per_shot': 1106, 'avg_repair_cost': 5818, 'avg_consumables_cost': 5973, 'earnings_per_minute': 4167, 'profit_per_minute': 801, 'class': 'SPG', 'isPrem': False, 'name': 'Lorr. 155 51'}
{'tank_id': 4225, 'tier': 8, 'nation': 'Sweden', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S21_UDES_03.png', 'battles': 3392, 'avg_earnings': 27639, 'avg_profit': 5149, 'avg_ammo_cost': 11750, 'cost_per_shot': 1552, 'avg_repair_cost': 7418, 'avg_consumables_cost': 3320, 'earnings_per_minute': 4720, 'profit_per_minute': 879, 'class': 'TD', 'isPrem': False, 'name': 'UDES 03'}
{'tank_id': 9793, 'tier': 4, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F32_Somua_Sau_40.png', 'battles': 198, 'avg_earnings': 15922, 'avg_profit': 5097, 'avg_ammo_cost': 5739, 'cost_per_shot': 747, 'avg_repair_cost': 1489, 'avg_consumables_cost': 3595, 'earnings_per_minute': 3305, 'profit_per_minute': 1058, 'class': 'TD', 'isPrem': False, 'name': 'SAu 40'}
{'tank_id': 18193, 'tier': 5, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH.png', 'battles': 2279, 'avg_earnings': 26119, 'avg_profit': 5029, 'avg_ammo_cost': 13769, 'cost_per_shot': 1390, 'avg_repair_cost': 2443, 'avg_consumables_cost': 4877, 'earnings_per_minute': 5812, 'profit_per_minute': 1119, 'class': 'MT', 'isPrem': False, 'name': 'Pz. IV H'}
{'tank_id': 60689, 'tier': 5, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G104_Stug_IV.png', 'battles': 427, 'avg_earnings': 23770, 'avg_profit': 5015, 'avg_ammo_cost': 13889, 'cost_per_shot': 959, 'avg_repair_cost': 2234, 'avg_consumables_cost': 2631, 'earnings_per_minute': 4644, 'profit_per_minute': 979, 'class': 'TD', 'isPrem': True, 'name': 'StuG IV'}
{'tank_id': 1553, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G17_JagdPzIV.png', 'battles': 1733, 'avg_earnings': 30812, 'avg_profit': 4972, 'avg_ammo_cost': 16503, 'cost_per_shot': 1446, 'avg_repair_cost': 3401, 'avg_consumables_cost': 5934, 'earnings_per_minute': 5531, 'profit_per_minute': 892, 'class': 'TD', 'isPrem': False, 'name': 'Jg.Pz. IV'}
{'tank_id': 4513, 'tier': 7, 'nation': 'Italy', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It26_CC_56.png', 'battles': 3258, 'avg_earnings': 30178, 'avg_profit': 4934, 'avg_ammo_cost': 14621, 'cost_per_shot': 1814, 'avg_repair_cost': 7922, 'avg_consumables_cost': 2700, 'earnings_per_minute': 5569, 'profit_per_minute': 910, 'class': 'TD', 'isPrem': False, 'name': 'SMV CC-56'}
{'tank_id': 1025, 'tier': 2, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R08_BT-2.png', 'battles': 135, 'avg_earnings': 12921, 'avg_profit': 4884, 'avg_ammo_cost': 7150, 'cost_per_shot': 224, 'avg_repair_cost': 509, 'avg_consumables_cost': 377, 'earnings_per_minute': 3433, 'profit_per_minute': 1297, 'class': 'LT', 'isPrem': False, 'name': 'BT-2'}
{'tank_id': 2817, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R106_KV85.png', 'battles': 905, 'avg_earnings': 32185, 'avg_profit': 4760, 'avg_ammo_cost': 18641, 'cost_per_shot': 2243, 'avg_repair_cost': 4280, 'avg_consumables_cost': 4502, 'earnings_per_minute': 7048, 'profit_per_minute': 1042, 'class': 'HT', 'isPrem': False, 'name': 'KV-85'}
{'tank_id': 10817, 'tier': 7, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F35_AMX_AC_Mle1946.png', 'battles': 232, 'avg_earnings': 25012, 'avg_profit': 4731, 'avg_ammo_cost': 12151, 'cost_per_shot': 1385, 'avg_repair_cost': 5980, 'avg_consumables_cost': 2148, 'earnings_per_minute': 4781, 'profit_per_minute': 904, 'class': 'TD', 'isPrem': False, 'name': 'AMX AC 46'}
{'tank_id': 46353, 'tier': 9, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G147_Kunze_Panzer.png', 'battles': 4505, 'avg_earnings': 42299, 'avg_profit': 4715, 'avg_ammo_cost': 17647, 'cost_per_shot': 1919, 'avg_repair_cost': 13986, 'avg_consumables_cost': 5950, 'earnings_per_minute': 7479, 'profit_per_minute': 833, 'class': 'MT', 'isPrem': True, 'name': 'Kunze Panzer'}
{'tank_id': 1297, 'tier': 7, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G03_PzV_Panther.png', 'battles': 1234, 'avg_earnings': 29738, 'avg_profit': 4694, 'avg_ammo_cost': 13252, 'cost_per_shot': 851, 'avg_repair_cost': 7192, 'avg_consumables_cost': 4598, 'earnings_per_minute': 5674, 'profit_per_minute': 895, 'class': 'MT', 'isPrem': False, 'name': 'Panther'}
{'tank_id': 9521, 'tier': 8, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch50_BZ_166.png', 'battles': 2032, 'avg_earnings': 35428, 'avg_profit': 4664, 'avg_ammo_cost': 15576, 'cost_per_shot': 2297, 'avg_repair_cost': 10735, 'avg_consumables_cost': 4451, 'earnings_per_minute': 7129, 'profit_per_minute': 938, 'class': 'HT', 'isPrem': False, 'name': 'BZ-166'}
{'tank_id': 59729, 'tier': 7, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB104_GSR_3301_Setter.png', 'battles': 1017, 'avg_earnings': 29429, 'avg_profit': 4655, 'avg_ammo_cost': 9295, 'cost_per_shot': 1208, 'avg_repair_cost': 6209, 'avg_consumables_cost': 9268, 'earnings_per_minute': 6354, 'profit_per_minute': 1005, 'class': 'LT', 'isPrem': False, 'name': 'Setter'}
{'tank_id': 14417, 'tier': 6, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB45_Achilles_IIC.png', 'battles': 1885, 'avg_earnings': 27088, 'avg_profit': 4597, 'avg_ammo_cost': 14369, 'cost_per_shot': 1121, 'avg_repair_cost': 4084, 'avg_consumables_cost': 4036, 'earnings_per_minute': 5054, 'profit_per_minute': 857, 'class': 'TD', 'isPrem': False, 'name': 'Achilles'}
{'tank_id': 10497, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R77_KV2.png', 'battles': 4354, 'avg_earnings': 27653, 'avg_profit': 4592, 'avg_ammo_cost': 12829, 'cost_per_shot': 2619, 'avg_repair_cost': 4093, 'avg_consumables_cost': 6138, 'earnings_per_minute': 5494, 'profit_per_minute': 912, 'class': 'HT', 'isPrem': False, 'name': 'KV-2'}
{'tank_id': 3633, 'tier': 7, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch10_IS2.png', 'battles': 587, 'avg_earnings': 33792, 'avg_profit': 4588, 'avg_ammo_cost': 19675, 'cost_per_shot': 2653, 'avg_repair_cost': 7358, 'avg_consumables_cost': 2171, 'earnings_per_minute': 6459, 'profit_per_minute': 877, 'class': 'HT', 'isPrem': False, 'name': 'IS-2'}
{'tank_id': 8449, 'tier': 9, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R51_Object_212.png', 'battles': 2654, 'avg_earnings': 35150, 'avg_profit': 4578, 'avg_ammo_cost': 15251, 'cost_per_shot': 1742, 'avg_repair_cost': 8346, 'avg_consumables_cost': 6973, 'earnings_per_minute': 5265, 'profit_per_minute': 685, 'class': 'SPG', 'isPrem': False, 'name': '212A'}
{'tank_id': 6417, 'tier': 5, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G28_PzIII_IV.png', 'battles': 381, 'avg_earnings': 39891, 'avg_profit': 4531, 'avg_ammo_cost': 29667, 'cost_per_shot': 1657, 'avg_repair_cost': 2846, 'avg_consumables_cost': 2845, 'earnings_per_minute': 7994, 'profit_per_minute': 908, 'class': 'MT', 'isPrem': False, 'name': 'Pz. III/IV'}
{'tank_id': 16641, 'tier': 6, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R101_MT25.png', 'battles': 1356, 'avg_earnings': 26193, 'avg_profit': 4506, 'avg_ammo_cost': 11072, 'cost_per_shot': 965, 'avg_repair_cost': 4071, 'avg_consumables_cost': 6543, 'earnings_per_minute': 5929, 'profit_per_minute': 1019, 'class': 'LT', 'isPrem': False, 'name': 'MT-25'}
{'tank_id': 52497, 'tier': 2, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G33_H39_captured.png', 'battles': 895, 'avg_earnings': 17791, 'avg_profit': 4494, 'avg_ammo_cost': 11766, 'cost_per_shot': 479, 'avg_repair_cost': 294, 'avg_consumables_cost': 1235, 'earnings_per_minute': 4331, 'profit_per_minute': 1094, 'class': 'LT', 'isPrem': True, 'name': 'Pz. 38H'}
{'tank_id': 5953, 'tier': 3, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F13_AMX38.png', 'battles': 110, 'avg_earnings': 10436, 'avg_profit': 4431, 'avg_ammo_cost': 3468, 'cost_per_shot': 196, 'avg_repair_cost': 827, 'avg_consumables_cost': 1709, 'earnings_per_minute': 2213, 'profit_per_minute': 940, 'class': 'LT', 'isPrem': False, 'name': 'AMX 38'}
{'tank_id': 1649, 'tier': 7, 'nation': 'Czech', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz05_T34_100.png', 'battles': 1132, 'avg_earnings': 29909, 'avg_profit': 4412, 'avg_ammo_cost': 13555, 'cost_per_shot': 1442, 'avg_repair_cost': 7195, 'avg_consumables_cost': 4746, 'earnings_per_minute': 5735, 'profit_per_minute': 846, 'class': 'MT', 'isPrem': False, 'name': 'T-34/100'}
{'tank_id': 4481, 'tier': 9, 'nation': 'Sweden', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S10_Strv_103_0_Series.png', 'battles': 2828, 'avg_earnings': 35464, 'avg_profit': 4344, 'avg_ammo_cost': 15331, 'cost_per_shot': 1621, 'avg_repair_cost': 11142, 'avg_consumables_cost': 4645, 'earnings_per_minute': 5507, 'profit_per_minute': 674, 'class': 'TD', 'isPrem': False, 'name': 'Strv 103-0'}
{'tank_id': 15889, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G96_VK3002M.png', 'battles': 3004, 'avg_earnings': 28270, 'avg_profit': 4337, 'avg_ammo_cost': 14037, 'cost_per_shot': 1041, 'avg_repair_cost': 5508, 'avg_consumables_cost': 4386, 'earnings_per_minute': 5920, 'profit_per_minute': 908, 'class': 'MT', 'isPrem': False, 'name': 'VK 30.02 M'}
{'tank_id': 7457, 'tier': 8, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A37_M40M43.png', 'battles': 4315, 'avg_earnings': 28288, 'avg_profit': 4324, 'avg_ammo_cost': 12134, 'cost_per_shot': 1698, 'avg_repair_cost': 5500, 'avg_consumables_cost': 6328, 'earnings_per_minute': 4359, 'profit_per_minute': 666, 'class': 'SPG', 'isPrem': False, 'name': 'M40/M43'}
{'tank_id': 20513, 'tier': 6, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A142_Pawlack_Tank.png', 'battles': 1580, 'avg_earnings': 28271, 'avg_profit': 4307, 'avg_ammo_cost': 16005, 'cost_per_shot': 1596, 'avg_repair_cost': 4595, 'avg_consumables_cost': 3362, 'earnings_per_minute': 6347, 'profit_per_minute': 967, 'class': 'HT', 'isPrem': False, 'name': 'Pawlack Tank'}
{'tank_id': 4689, 'tier': 6, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB09_Churchill_VII.png', 'battles': 1391, 'avg_earnings': 28505, 'avg_profit': 4300, 'avg_ammo_cost': 15177, 'cost_per_shot': 1077, 'avg_repair_cost': 5625, 'avg_consumables_cost': 3401, 'earnings_per_minute': 5749, 'profit_per_minute': 867, 'class': 'HT', 'isPrem': False, 'name': 'Churchill VII'}
{'tank_id': 37889, 'tier': 5, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R197_KV_1S_MZ.png', 'battles': 1526, 'avg_earnings': 25258, 'avg_profit': 4236, 'avg_ammo_cost': 12620, 'cost_per_shot': 928, 'avg_repair_cost': 3060, 'avg_consumables_cost': 5340, 'earnings_per_minute': 5303, 'profit_per_minute': 889, 'class': 'HT', 'isPrem': True, 'name': 'KV-1SA'}
{'tank_id': 5697, 'tier': 9, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F75_Char_de_25t.png', 'battles': 1612, 'avg_earnings': 43741, 'avg_profit': 4136, 'avg_ammo_cost': 20808, 'cost_per_shot': 2176, 'avg_repair_cost': 13665, 'avg_consumables_cost': 5130, 'earnings_per_minute': 8704, 'profit_per_minute': 823, 'class': 'MT', 'isPrem': False, 'name': 'B-C 25 t AP'}
{'tank_id': 2625, 'tier': 6, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F06_ARL_44.png', 'battles': 1406, 'avg_earnings': 30126, 'avg_profit': 4130, 'avg_ammo_cost': 17110, 'cost_per_shot': 2188, 'avg_repair_cost': 4459, 'avg_consumables_cost': 4426, 'earnings_per_minute': 6493, 'profit_per_minute': 890, 'class': 'HT', 'isPrem': False, 'name': 'ARL 44'}
{'tank_id': 17937, 'tier': 4, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G101_StuG_III.png', 'battles': 494, 'avg_earnings': 15736, 'avg_profit': 3944, 'avg_ammo_cost': 7494, 'cost_per_shot': 812, 'avg_repair_cost': 1190, 'avg_consumables_cost': 3107, 'earnings_per_minute': 3192, 'profit_per_minute': 800, 'class': 'TD', 'isPrem': False, 'name': 'StuG III B'}
{'tank_id': 2321, 'tier': 6, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G15_VK3601H.png', 'battles': 3706, 'avg_earnings': 35553, 'avg_profit': 3622, 'avg_ammo_cost': 19735, 'cost_per_shot': 1696, 'avg_repair_cost': 4917, 'avg_consumables_cost': 7277, 'earnings_per_minute': 7326, 'profit_per_minute': 746, 'class': 'HT', 'isPrem': False, 'name': 'VK 36.01 H'}
{'tank_id': 3377, 'tier': 7, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch16_WZ_131.png', 'battles': 664, 'avg_earnings': 29726, 'avg_profit': 3580, 'avg_ammo_cost': 9158, 'cost_per_shot': 1157, 'avg_repair_cost': 5689, 'avg_consumables_cost': 11298, 'earnings_per_minute': 6367, 'profit_per_minute': 767, 'class': 'LT', 'isPrem': False, 'name': 'WZ-131'}
{'tank_id': 2881, 'tier': 4, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F14_AMX40.png', 'battles': 294, 'avg_earnings': 16268, 'avg_profit': 3445, 'avg_ammo_cost': 8365, 'cost_per_shot': 652, 'avg_repair_cost': 979, 'avg_consumables_cost': 3477, 'earnings_per_minute': 3222, 'profit_per_minute': 682, 'class': 'LT', 'isPrem': False, 'name': 'AMX 40'}
{'tank_id': 5393, 'tier': 5, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G26_VK1602.png', 'battles': 1862, 'avg_earnings': 25710, 'avg_profit': 3210, 'avg_ammo_cost': 14500, 'cost_per_shot': 319, 'avg_repair_cost': 2213, 'avg_consumables_cost': 5785, 'earnings_per_minute': 6085, 'profit_per_minute': 759, 'class': 'LT', 'isPrem': False, 'name': 'Leopard'}
{'tank_id': 1393, 'tier': 6, 'nation': 'Czech', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz08_T_25.png', 'battles': 4725, 'avg_earnings': 27179, 'avg_profit': 3031, 'avg_ammo_cost': 15871, 'cost_per_shot': 1123, 'avg_repair_cost': 4663, 'avg_consumables_cost': 3612, 'earnings_per_minute': 5759, 'profit_per_minute': 642, 'class': 'MT', 'isPrem': False, 'name': 'Škoda T 25'}
{'tank_id': 19745, 'tier': 7, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A112_T71E2R.png', 'battles': 461, 'avg_earnings': 26109, 'avg_profit': 2946, 'avg_ammo_cost': 12374, 'cost_per_shot': 1382, 'avg_repair_cost': 6465, 'avg_consumables_cost': 4323, 'earnings_per_minute': 6312, 'profit_per_minute': 712, 'class': 'LT', 'isPrem': False, 'name': 'T71 CMCD'}
{'tank_id': 11553, 'tier': 6, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A41_M18_Hellcat.png', 'battles': 4809, 'avg_earnings': 26857, 'avg_profit': 2939, 'avg_ammo_cost': 16435, 'cost_per_shot': 1740, 'avg_repair_cost': 3973, 'avg_consumables_cost': 3508, 'earnings_per_minute': 4980, 'profit_per_minute': 545, 'class': 'TD', 'isPrem': False, 'name': 'Hellcat'}
{'tank_id': 1953, 'tier': 7, 'nation': 'Italy', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It09_P43_ter.png', 'battles': 1352, 'avg_earnings': 29609, 'avg_profit': 2885, 'avg_ammo_cost': 14841, 'cost_per_shot': 1672, 'avg_repair_cost': 7231, 'avg_consumables_cost': 4650, 'earnings_per_minute': 5785, 'profit_per_minute': 563, 'class': 'MT', 'isPrem': False, 'name': 'P.43 ter'}
