cost_per_shot,image,tank_id,avg_consumables_cost,avg_profit,avg_ammo_cost,tier,nation,earnings_per_minute,class,isPrem,avg_earnings,avg_repair_cost,name,battles,profit_per_minute
1197,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R07_T-34-85.png,2561,3536,7966,12837,6,USSR,5961,MT,False,28919,4579,T-34-85,5275,1642
1266,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R15_S-51.png,1793,6548,7933,10227,7,USSR,4332,SPG,False,27357,2648,S-51,3740,1256
377,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F44_Somua_S35.png,13121,793,7930,8395,3,France,4046,MT,False,17866,747,Somua S35,373,1796
957,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB21_Cromwell.png,1105,4047,7852,12737,6,UK,6439,MT,False,29205,4569,Cromwell,9934,1731
1775,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R17_SU-100.png,3585,3301,7801,13543,6,USSR,4811,TD,False,27094,2447,SU-100,4885,1385
877,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F107_Hotchkiss_EBR.png,18241,6535,7776,6298,7,France,7471,LT,False,26468,5858,EBR Hotch.,4119,2195
353,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A148_Convertible_Medium_Tank_T3.png,34593,2392,7770,11897,3,USA,6701,MT,True,23256,1196,T3 Convert.,371,2239
1393,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G27_VK3001P.png,7185,3429,7693,14043,6,Germany,6534,HT,False,30281,5115,VK 30.01 P,5997,1660
1334,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R23_T-43.png,6657,3140,7692,16404,7,USSR,6572,MT,False,34382,7145,T-43,2461,1470
986,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R02_SU-85.png,257,3498,7563,9548,5,USSR,4395,TD,False,22610,2000,SU-85,1307,1470
183,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A01_T1_Cunningham.png,545,0,7550,4602,1,USA,3151,LT,False,12153,0,T1,237,1958
1777,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J24_Mi_To_130_tons.png,5473,6042,7523,10296,6,Japan,5598,HT,False,28563,4701,O-I,2846,1474
197,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F50_FCM36_20t.png,15169,417,7497,4299,2,France,2618,LT,False,12558,343,FCM 36,103,1563
845,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G66_VK2801.png,10001,4811,7430,8841,6,Germany,6045,LT,False,24685,3602,VK 28.01,1615,1819
145,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S12_Strv_M40.png,641,1364,7410,3251,3,Sweden,2938,LT,False,12741,715,Strv m/40L,482,1708
1282,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S14_Ikv_103.png,3457,4217,7393,7935,5,Sweden,4449,TD,False,21765,2219,Ikv 103,1286,1511
218,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz10_LT_vz38.png,625,840,7337,3772,3,Czech,3490,LT,False,12689,738,LT vz. 38,358,2018
1221,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G40_Nashorn.png,11793,4343,7327,11513,6,Germany,4861,TD,False,26697,3512,Nashorn,2908,1334
267,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It06_M14_41.png,673,893,7288,5614,2,Italy,3199,MT,False,14418,622,M14/41,136,1617
1454,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It10_P43_bis.png,1697,3357,7262,13203,6,Italy,5875,MT,False,28552,4730,P.43 bis,7931,1494
1777,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R140_M4_Loza.png,48129,2960,7220,26860,6,USSR,8265,MT,True,39691,2649,Loza's M4-A2,317,1503
1260,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB113_Matilda_LVT.png,51281,8140,7196,16070,4,UK,7214,MT,True,32597,1189,Matilda LVT,257,1592
1024,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A134_M24E2_SuperChaffee.png,50977,4338,7186,8853,6,USA,5975,LT,True,24319,3940,Super Chaffee,3584,1765
1541,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A118_M4_Thunderbolt.png,59681,5577,7169,24905,6,USA,7913,MT,True,40423,2770,Thunderbolt,2069,1403
1112,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R131_Tank_Gavalov.png,19457,7332,7117,8561,7,USSR,6147,LT,False,29481,6469,LTG,1889,1484
1835,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A64_T25_AT.png,9249,3014,7078,14952,7,USA,5415,TD,False,30029,4983,T25 AT,1912,1276
496,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S19_Sav_M43.png,3201,1590,7068,4096,4,Sweden,2766,TD,False,13987,1232,Sav m/43,343,1398
1849,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F114_Projet_4_1.png,60481,7121,7028,16691,9,France,8121,MT,True,46361,15519,Char Futur 4,22496,1231
1113,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch20_Type58.png,5169,3669,7020,13097,6,China,6137,MT,False,28966,5179,Type 58,2564,1487
1376,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S13_Leo.png,1665,3165,7014,11576,7,Sweden,5883,MT,False,29017,7260,Leo,12236,1422
1210,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl10_40TP_Habicha.png,2449,3200,7005,10593,6,Poland,5242,MT,False,25402,4602,40TP,1344,1445
1464,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A31_M36_Slagger.png,7201,2622,6913,13740,6,USA,4959,TD,False,27227,3949,Jackson,3327,1259
494,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R84_Tetrarch_LL.png,54529,2588,6886,8669,2,USSR,5146,LT,True,18504,359,Tetrarch,317,1915
1604,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It16_Carro_d_assalto_P88.png,3233,3440,6875,15912,7,Italy,6572,HT,False,33641,7414,Carro P.88,7619,1343
1266,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F15_AMX_12t.png,6465,5803,6875,11762,6,France,6122,LT,False,28196,3754,AMX 12 t,6472,1493
282,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G21_PanzerJager_I.png,3601,630,6842,5419,2,Germany,3084,TD,False,13130,238,Pz.Jäg. I,119,1607
664,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F04_B1.png,1089,1495,6841,16587,4,France,5845,HT,False,26628,1704,B1,501,1501
1155,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A09_T1_hvy.png,3361,4656,6831,20914,5,USA,7049,HT,False,35834,3432,T1 Heavy,3315,1343
907,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J08_Chi_Nu.png,1377,3907,6775,11499,5,Japan,5328,MT,False,24435,2253,Chi-Nu,960,1477
1990,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch51_BZ_58.png,9777,4444,6751,17110,7,China,7061,HT,False,35684,7378,BZ-58,3177,1335
1059,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB74_AT8.png,9553,3761,6740,14533,6,UK,5442,TD,False,29603,4568,AT 8,1945,1239
1414,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It12_Prototipo_Standard_B.png,2465,5696,6683,14016,9,Italy,7205,MT,False,40751,14355,Standard B,5534,1181
801,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J09_Chi_He.png,1633,2342,6678,14650,4,Japan,5544,MT,False,25028,1357,Chi-He,2271,1479
2287,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R39_KV-3.png,5889,2803,6650,15992,7,USSR,6433,HT,False,32319,6872,KV-3,1286,1323
1325,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB41_Challenger.png,14161,3244,6622,13739,7,UK,5104,TD,False,29198,5591,Challenger,2541,1157
934,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R06_T-28.png,1537,3623,6608,18795,4,USSR,6383,MT,False,30278,1250,T-28,1444,1393
1423,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A129_T6_medium.png,20257,2862,6601,15767,4,USA,5654,MT,False,26642,1410,T6 Medium,1431,1401
1150,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G100_Gtraktor_Krupp.png,59665,2706,6569,15493,3,Germany,6186,MT,True,25527,757,Gr.Tr.,116,1591
1382,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G17_JagdPzIV.png,1553,5045,6548,15447,6,Germany,5478,TD,False,30440,3398,Jg.Pz. IV,2842,1178
1499,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl20_CS_44.png,4241,4248,6542,13441,7,Poland,6290,MT,False,31525,7294,CS-44,3599,1305
1110,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F25_Lorraine155_51.png,7489,5089,6518,10000,8,France,4216,SPG,False,27434,5825,Lorr. 155 51,3744,1001
830,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G104_Stug_IV.png,60689,2469,6449,11999,5,Germany,4604,TD,True,23152,2233,StuG IV,829,1282
1099,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB96_Excalibur.png,57681,3281,6442,16337,6,UK,5864,TD,True,30882,4821,Excalibur,2127,1223
1729,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40.png,59153,6114,6431,31232,5,Germany,9084,HT,True,46159,2381,Pz. KW I,1559,1265
326,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J07_Chi_Ha.png,2145,1667,6396,5346,3,Japan,3641,LT,False,14336,926,Chi-Ha,197,1624
1678,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A88_M53_55.png,16161,7164,6377,14244,9,USA,5316,SPG,False,35808,8021,M53/M55,12883,946
1251,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R13_KV-1s.png,18689,3140,6323,14494,6,USSR,6201,HT,False,28955,4996,KV-1S,2930,1354
757,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch32_SU-76G_FT.png,6961,4407,6277,9192,4,China,3931,TD,False,21113,1235,SU-76G FT,537,1168
696,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png,5793,3241,6221,11683,5,Italy,4296,TD,False,23104,1957,Semovente M41,1513,1156
2487,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R01_IS.png,513,4332,6107,18156,7,USSR,7421,HT,False,35981,7385,IS,3850,1259
484,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R24_SU-76.png,6401,1489,5995,6678,4,USSR,3034,TD,False,15340,1177,SU-76M,564,1185
613,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G10_PzIII_AusfJ.png,4369,3046,5983,12247,4,Germany,5340,MT,False,22733,1456,Pz. III J,1583,1405
419,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl07_14TP.png,1937,1615,5979,6130,4,Poland,3806,LT,False,15192,1467,14TP,660,1498
1603,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB51_Excelsior.png,54353,9340,5871,28196,5,UK,9266,HT,True,45789,2381,Excelsior,1850,1188
1553,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S21_UDES_03.png,4225,2917,5870,11648,8,Sweden,4728,TD,False,27795,7359,UDES 03,5864,998
1283,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB75_AT7.png,10065,1936,5867,13860,7,UK,5565,TD,False,29171,7506,AT 7,861,1119
529,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R43_T-70.png,15105,1383,5768,9910,3,USSR,4256,LT,False,17988,924,T-70,155,1364
340,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB57_Alecto.png,9041,2021,5753,7266,4,UK,3135,TD,False,16296,1256,Alecto,259,1106
1750,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R51_Object_212.png,8449,5828,5701,15291,9,USSR,5284,SPG,False,35196,8374,212A,4342,856
1871,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G45_G_Tiger.png,8721,3620,5620,14432,9,Germany,4933,SPG,False,32930,9257,G.W. Tiger,2319,842
1680,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G18_JagdPanther.png,3857,3803,5565,14974,7,Germany,5169,TD,False,29260,4917,JPanther,2597,983
1291,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G126_HWK_12.png,20241,6638,5552,8470,8,Germany,6369,LT,False,29662,9001,HWK 12,1961,1192
1082,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB104_GSR_3301_Setter.png,59729,8396,5394,7993,7,UK,6146,LT,False,28041,6256,Setter,1613,1182
832,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F32_Somua_Sau_40.png,9793,2839,5375,6548,4,France,3445,TD,False,16209,1446,SAu 40,292,1142
2314,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch50_BZ_166.png,9521,4409,5323,15658,8,China,7236,HT,False,36037,10646,BZ-166,2946,1069
207,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F13_AMX38.png,5953,1982,5295,3941,3,France,2563,LT,False,12033,812,AMX 38,146,1128
1825,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A147_M_II_Y.png,20769,2839,5165,17365,7,USA,6448,HT,False,32623,7253,M-II-Y,1564,1021
834,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G03_PzV_Panther.png,1297,5077,5121,12999,7,Germany,5799,MT,False,30343,7145,Panther,2236,978
861,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G20_Marder_II.png,6673,3089,5111,10873,3,Germany,3888,TD,False,19727,653,Marder II,382,1007
1919,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G147_Kunze_Panzer.png,46353,6217,5072,17619,9,Germany,7593,MT,True,42880,13971,Kunze Panzer,7785,898
174,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S03_Strv_M38.png,385,2784,5033,5098,2,Sweden,3539,LT,False,13425,508,Strv m/38,179,1326
244,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB03_Cruiser_Mk_I.png,5201,0,5000,4063,1,UK,2435,LT,False,9063,0,Cruiser I,146,1343
2037,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F06_ARL_44.png,2625,3884,4998,15827,6,France,6335,HT,False,29150,4440,ARL 44,2528,1086
1126,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB45_Achilles_IIC.png,14417,3444,4958,14493,6,UK,5040,TD,False,27004,4107,Achilles,2839,925
999,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G96_VK3002M.png,15889,4214,4915,13369,6,Germany,5830,MT,False,27974,5474,VK 30.02 M,4863,1024
1156,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F16_AMX_13_75.png,5185,5894,4886,11296,7,France,6316,LT,False,28693,6616,AMX 13 75,3231,1075
1033,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl12_25TP_KSUST_II.png,2193,3824,4842,12810,5,Poland,5357,MT,False,23631,2153,25TP,817,1097
1071,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB09_Churchill_VII.png,4689,3716,4828,15293,6,UK,5916,HT,False,29485,5647,Churchill VII,2148,968
2526,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R77_KV2.png,10497,6341,4757,12500,6,USSR,5463,HT,False,27673,4074,KV-2,6852,939
1737,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R46_KV-13.png,8961,5387,4609,22855,7,USSR,7669,MT,False,39268,6416,KV-13,203,900
920,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R101_MT25.png,16641,6691,4589,10057,6,USSR,5845,LT,False,25396,4057,MT-25,2331,1056
282,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R08_BT-2.png,1025,535,4506,9300,2,USSR,4098,LT,False,14874,531,BT-2,198,1241
119,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S05_Strv_M21_29.png,129,0,4436,4958,1,Sweden,2028,LT,False,9395,0,Strv fm/21,141,958
1082,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB22_Comet.png,5457,4167,4336,15713,7,UK,6165,MT,False,30470,6253,Comet,10077,877
1714,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A37_M40M43.png,7457,6340,4317,12165,8,USA,4355,SPG,False,28329,5505,M40/M43,7194,663
511,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G33_H39_captured.png,52497,1148,4222,12465,2,Germany,4331,LT,True,18131,293,Pz. 38H,1422,1008
2281,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R106_KV85.png,2817,4651,4174,18607,6,USSR,6771,HT,False,31667,4234,KV-85,1411,892
852,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A29_T40.png,7713,543,4157,13036,4,USA,3451,TD,False,18573,837,T40,312,772
2821,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch10_IS2.png,3633,2562,4129,20632,7,China,6696,HT,False,34717,7392,IS-2,856,796
670,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F14_AMX40.png,2881,3414,4115,8164,4,France,3432,LT,False,16689,994,AMX 40,475,846
883,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F33_S_35CA.png,10049,6140,4098,8886,5,France,3720,TD,False,20946,1821,S35 CA,556,727
2047,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB40_Gun_Carrier_Churchill.png,9809,5359,4093,14363,6,UK,5163,TD,False,27956,4140,Churchill GC,392,755
1736,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S10_Strv_103_0_Series.png,4481,4717,4045,16660,9,Sweden,5658,TD,False,36561,11138,Strv 103-0,4872,626
1958,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It26_CC_56.png,4513,2828,4042,16025,7,Italy,5646,TD,False,30795,7898,SMV CC-56,5090,741
1633,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A142_Pawlack_Tank.png,20513,3741,3957,16697,6,USA,6437,HT,False,29005,4609,Pawlack Tank,2515,878
1525,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz05_T34_100.png,1649,4715,3904,13935,7,Czech,5795,MT,False,29736,7180,T-34/100,1672,761
1602,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It09_P43_ter.png,1953,4159,3896,14456,7,Italy,5809,MT,False,29730,7217,P.43 ter,2547,761
217,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F52_RenaultUE57.png,8257,2133,3869,2489,3,France,1584,TD,False,9117,624,UE 57,112,672
1510,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH.png,18193,5163,3831,15255,5,Germany,5933,MT,False,26727,2477,Pz. IV H,3332,850
386,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F111_AM39_Gendron_Somua.png,43329,4667,3831,8815,2,France,4935,LT,True,17597,283,AM Gendron,152,1074
1753,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G15_VK3601H.png,2321,6507,3826,20192,6,Germany,7228,HT,False,35428,4902,VK 36.01 H,5773,780
1391,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G24_VK3002DB.png,4113,3900,3714,16441,7,Germany,6008,MT,False,30620,6564,VK 30.02 D,3893,728
192,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB58_Cruiser_Mk_III.png,7761,1108,3658,5437,3,UK,3424,LT,False,11102,897,Cruiser III,148,1128
2279,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl13_53TP_Markowskiego.png,2961,4350,3566,17966,8,Poland,7345,HT,False,36122,10239,53TP,2501,725
1079,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz08_T_25.png,1393,3778,3472,15278,6,Czech,5865,MT,False,27228,4699,Škoda T 25,7576,748
1236,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R107_LTB.png,18433,5614,3460,8535,8,USSR,6463,LT,False,26788,9177,LTTB,2318,835
321,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F42_AMR_35.png,43841,800,3259,8132,2,France,3198,LT,True,12526,334,AMR 35,110,832
929,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S20_Ikv_72.png,2945,723,3157,10197,3,Sweden,3001,TD,False,14734,657,Ikv 72,130,643
1122,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F38_Bat_Chatillon155_58.png,11841,6378,3147,12136,10,France,6193,SPG,False,40678,19015,B-C 155 58,4676,479
1059,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R04_T-34.png,1,3162,3133,21144,5,USSR,5952,MT,False,29666,2227,T-34,2675,628
1333,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB19_Sherman_Firefly.png,3665,5829,3089,16972,6,UK,5707,MT,False,30183,4292,Firefly,360,584
1802,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J28_O_I_100.png,5217,5432,3084,12743,7,Japan,5842,HT,False,29964,8704,O-Ni,618,601
1068,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB107_Cavalier.png,16209,4127,3071,15977,5,UK,5840,MT,False,25473,2297,Cavalier,2536,704
1513,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R74_SU100M1.png,10241,5806,3036,14829,7,USSR,5527,TD,False,29064,5392,SU-100M1,3418,577
1663,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB102_LHMTV.png,59473,9916,2978,10218,8,UK,6280,LT,False,31519,8406,LHMTV,2593,593
1383,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F35_AMX_AC_Mle1946.png,10817,2463,2969,11903,7,France,4382,TD,False,23250,5914,AMX AC 46,366,559
2274,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R58_SU-101.png,9985,4689,2953,17933,8,USSR,6590,TD,False,34443,8866,SU-101,4177,565
1011,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB20_Crusader.png,2129,6159,2912,13586,6,UK,6209,LT,False,26521,3863,Crusader,1385,681
948,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A06_M4A3E8_Sherman.png,1313,5281,2768,15275,6,USA,6008,MT,False,27914,4589,M4A3E8,2236,595
2108,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz19_Vz_44_1.png,3697,4788,2760,17569,7,Czech,6441,HT,False,33105,7986,Vz. 44-1,3278,537
1452,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A05_M4_Sherman.png,1057,5010,2701,16975,5,USA,5661,MT,False,26965,2277,M4A1,986,567
1094,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G76_Pz_Sfl_IVc.png,16145,8157,2650,10833,5,Germany,4151,TD,False,23538,1896,Pz.Sfl. IVc,286,467
1375,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G87_VK3002DB_V1.png,14097,4009,2584,18122,6,Germany,6102,MT,False,29672,4955,VK 30.01 D,1241,531
1552,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A112_T71E2R.png,19745,3364,2488,14756,7,USA,6162,LT,False,26992,6382,T71 CMCD,770,568
2971,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R202_SU_2_122.png,29441,6558,2429,18337,5,USSR,6200,TD,True,28880,1554,SU-2-122,961,521
353,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G26_VK1602.png,5393,5645,2354,16506,5,Germany,6284,LT,False,26708,2202,Leopard,2948,554
1758,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A41_M18_Hellcat.png,11553,4164,2319,16524,6,USA,5012,TD,False,26963,3953,Hellcat,7398,431
616,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G102_Pz_III.png,4881,3168,2274,15719,3,Germany,5674,LT,False,21957,796,Pz. III E,1538,587
